pdf_filename,profile,profile_group,quality_tier,resource_class,status,skip_reason,error_message,runtime_seconds,pipeline,pdf_backend,table_mode,do_cell_matching,ocr_engine,ocr_lang,psm,do_ocr,force_full_page_ocr,vlm_model,images_scale,generate_page_images,generate_picture_images,device_requested,device_selected,gpu_available,gpu_name,gpu_memory_total_mb,gpu_memory_before_mb,gpu_memory_after_mb,page_count,table_count,markdown_output_path,json_output_path,run_dir
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_rapidocr_ocr_not_forced,ocr,heavy,high,success,,,49.493,standard,,accurate,True,rapidocr,,,True,False,,2.0,True,True,auto,auto,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_ocr_not_forced/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_ocr_not_forced/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_ocr_not_forced
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_rapidocr_force_ocr,ocr,heavy,high,success,,,49.745,standard,,accurate,True,rapidocr,,,True,True,,2.0,True,True,auto,auto,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_force_ocr/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_force_ocr/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_force_ocr
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_rapidocr_torch_cuda_force_ocr,ocr,heavy,high,failure,,Unsupported configuration: torch.PP-OCRv6.det.small,0.103,standard,,accurate,True,rapidocr,,,True,True,,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,5004,,0,,,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_rapidocr_torch_cuda_force_ocr
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_cuda_accurate_doclingparse,gpu_performance,heavy,high,success,,,19.197,standard,docling_parse,accurate,True,,,,False,False,,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_doclingparse/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_doclingparse/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_doclingparse
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_cuda_accurate_pypdfium2,gpu_performance,heavy,high,success,,,16.319,standard,pypdfium2,accurate,True,,,,False,False,,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_pypdfium2/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_pypdfium2/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_pypdfium2
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_cuda_accurate_cellmatch_false,gpu_performance,heavy,high,success,,,19.29,standard,,accurate,False,,,,False,False,,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_cellmatch_false/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_cellmatch_false/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_accurate_cellmatch_false
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_cuda_tesseract_force_ocr_psm6,gpu_performance,heavy,high,success,,,37.411,standard,,accurate,True,tesseract,"spa,eng",6.0,True,True,,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_tesseract_force_ocr_psm6/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_tesseract_force_ocr_psm6/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_tesseract_force_ocr_psm6
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,standard_cuda_easyocr_force_ocr,gpu_performance,heavy,high,success,,,30.213,standard,,accurate,True,easyocr,"es,en",,True,True,,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,5004,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_easyocr_force_ocr/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_easyocr_force_ocr/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/standard_cuda_easyocr_force_ocr
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,vlm_granite_docling_cuda_scale3,vlm,extreme,extreme,success,,,855.372,vlm,,accurate,True,,,,False,False,granite_docling,3.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9996,18.0,8,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_granite_docling_cuda_scale3/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_granite_docling_cuda_scale3/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_granite_docling_cuda_scale3
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,vlm_smoldocling_cuda,vlm,extreme,extreme,success,,,481.78,vlm,,accurate,True,,,,False,False,smoldocling,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9158,18.0,6,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_smoldocling_cuda/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_smoldocling_cuda/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_smoldocling_cuda
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,vlm_qwen_cuda_if_available,vlm,extreme,extreme,skipped,unsupported_vlm_model_or_docling_api,This Docling version does not expose VLM options for qwen.,0.002,vlm,,accurate,True,,,,False,False,qwen,2.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9158,,0,,,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/vlm_qwen_cuda_if_available
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_true_cuda,heavy_quality,extreme,extreme,success,,,47.752,standard,docling_parse,accurate,True,tesseract,"spa,eng",6.0,True,True,,3.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9410,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_true_cuda/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_true_cuda/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_true_cuda
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_false_cuda,heavy_quality,extreme,extreme,success,,,47.504,standard,docling_parse,accurate,False,tesseract,"spa,eng",6.0,True,True,,3.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9410,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_false_cuda/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_false_cuda/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_doclingparse_tesseract_force_psm6_scale3_cellmatch_false_cuda
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,extreme_pypdfium2_tesseract_force_psm11_scale3_cellmatch_true_cuda,heavy_quality,extreme,extreme,success,,,41.544,standard,pypdfium2,accurate,True,tesseract,"spa,eng",11.0,True,True,,3.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9410,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_pypdfium2_tesseract_force_psm11_scale3_cellmatch_true_cuda/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_pypdfium2_tesseract_force_psm11_scale3_cellmatch_true_cuda/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_pypdfium2_tesseract_force_psm11_scale3_cellmatch_true_cuda
MANUAL DE MARKETING NASTIZOL MULTISINTOMAS.pdf,extreme_easyocr_force_scale3_cellmatch_false_cuda,heavy_quality,extreme,extreme,success,,,40.466,standard,,accurate,False,easyocr,"es,en",,True,True,,3.0,True,True,cuda,cuda,True,Tesla T4,15360,552,9414,18.0,10,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_easyocr_force_scale3_cellmatch_false_cuda/output.md,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_easyocr_force_scale3_cellmatch_false_cuda/output.json,/content/ConversionExperiments/outputs/docling_ablation_full_20260626_201723/MANUAL DE MARKETING NASTIZOL MULTISINTOMAS/extreme_easyocr_force_scale3_cellmatch_false_cuda
