R.S.,Presentación,VVF ,PVF ,PPS
"EE05461
EN-09714  EE
EN 0
- 05461
09714 ","FLE® NF 2 mg/ml caja x 
NASTIZOL® ANTIGRIPAL  3 ampollas
MULTISÍNTOM ® NF 2 mg/ml c
NASTIZOL® ANTIGRIPAL  ampollas
MULTISÍNTOMAS CAJA X 100 TAB","39.20
7250  39.20
72.50 ","46.26 
555  46.2
85.55 ","60.00
1378 60.00
113.78"
